
[0057]  [038]  []  []

-Z/6/749/t1	              {ΓΑΛΗΝΟΥ 
-Z/6/756/2	ἐμάνθανον ὑπὲρ ἅπανταϲ τοὺϲ ϲυμφοιτῶνταϲ οὐ δι' ἡμέραϲ μόνον 
-Z/6/756/3	ἀλλὰ καὶ νύκτωρ· ἐμπληϲθεὶϲ δὲ μετὰ τῶν ἡλικιωτῶν ἐν ἅπαντι 
-Z/6/756/4	τῷ χρόνῳ τῆϲ ὀπώραϲ ἁπάντων τῶν ὡραίων ἐνόϲηϲα τοῦ φθινοπώ-
-Z/6/756/5	ρου νόϲον ὀξεῖαν, ὡϲ φλεβοτομίαϲ δεηθῆναι. παραγενόμενοϲ οὖν εἰϲ 
-Z/6/756/6	τὴν πόλιν ὁ πατὴρ ἐπετίμηϲέ τέ μοι καὶ τῆϲ ἔμπροϲθεν ἀνέμνηϲε 
-Z/6/756/7	διαίτηϲ, ἣν ὑπ' αὐτῷ διῃτώμην, ἐκέλευϲέ τε τοῦ λοιποῦ φυλάττειν 
-Z/6/756/8	αὐτὴν ἀποϲτάντα τῆϲ τῶν ἡλικιωτῶν ἀκραϲίαϲ. καὶ μέντοι καὶ κατὰ 
-Z/6/756/9	τὸν ἑξῆϲ ἐνιαυτὸν ἔργον ἐποιήϲατο παραφυλάξαι μου τὴν δίαιταν, ὡϲ 
[0057]  [038]  []  []

-Z/6/756/10	μετρίωϲ ἅψαϲθαι τῶν ὡραίων. ἦγον δὲ τηνικαῦτα τῆϲ ἡλικίαϲ ἔτοϲ 
-Z/6/756/11	ἐννεακαιδέκατον. ἄνοϲοϲ οὖν ἐν αὐτῷ μείναϲ, εἶτ' ἐν τῷ μετ' αὐτὸν 
-Z/6/756/12	ἐνιαυτῷ, τοῦ πατρὸϲ ἀποθανόντοϲ ἅμα τοῖϲ ἡλικιώταιϲ διαιτηθεὶϲ ἐπὶ 
-Z/6/756/13	δαψιλέϲι τοῖϲ κατὰ τὴν ὀπώραν ἐνόϲηϲα νόϲον παραπληϲίαν τῇ πρό-
-Z/6/756/14	ϲθεν, ὥϲτε καὶ τότε φλεβοτομίαϲ δεηθῆναι. τοὐντεῦθεν δέ ποτε μὲν 
-Z/6/756/15	ἐφεξῆϲ καθ' ἕκαϲτον ἐνιαυτόν, ἐνίοτε δὲ διαλιπὼν ἓν ἔτοϲ ἐνόϲουν ἀεὶ 
-Z/6/757/1	μέχρι τῶν ὀκτὼ καὶ εἴκοϲιν ἐτῶν. ἐν τούτῳ δὲ | κινδυνεύϲαϲ ἀπό-
-Z/6/757/2	ϲτημα ϲχεῖν καθ' ὃ μέροϲ ϲυνάπτει τὸ ἧπαρ τῷ διαφράγματι, τῶν 
-Z/6/757/3	ὡραίων ἁπάντων ἐπέχειν ἐμαυτὸν ὥριϲα πλὴν τῶν πεπείρων ἀκριβῶϲ 
-Z/6/757/4	ϲύκων τε καὶ ϲταφυλῶν, οὐδὲ τούτων ἀμέτρωϲ, ὡϲ ἔμπροϲθεν, ἀλλὰ 
-Z/6/757/5	ϲυμμέτρωϲ προϲφερόμενοϲ. ἔϲχον δὲ καὶ ἄλλον τινὰ τῶν ἐμοῦ πρεϲβυ-
-Z/6/757/6	τέρων δυοῖν ἔτεϲι τὴν αὐτὴν γνώμην ἐμοὶ λαβόντα. γυμναϲίων τε 
-Z/6/757/7	οὖν προνοούμενοι καὶ τοῦ μηδέποτ' ἀπεπτεῖν ἄνοϲοι διεμείναμεν ἄχρι 
-Z/6/757/8	τοῦ δεῦρο πολλῶν ἐτῶν, καὶ τῶν ἄλλων δὲ φίλων, ὅϲουϲ ἔπειϲα γυμ-
-Z/6/757/9	νάζεϲθαί τε καὶ τεταγμένωϲ διαιτᾶϲθαι, τέωϲ πάνταϲ ὁρῶ διὰ παντὸϲ 
-Z/6/757/10	ὑγιαίνονταϲ, ἐνίουϲ μὲν ἐξ ἐτῶν ἤδη πέντε καὶ εἴκοϲι, τοὺϲ δ' ἐξ ἐλατ-
-Z/6/757/11	τόνων μέν, ἤδη δ' ἱκανῶν, ὡϲ ἕκαϲτοι πειϲθέντεϲ ἔτυχον ἀπέχεϲθαί τε 
-Z/6/757/12	τῶν ὡραίων καὶ τῶν ἄλλων κακοχύμων ἐδεϲμάτων, ἃ πρόκειται διελ-
-Z/6/757/13	θεῖν ἐν τῷδε τῷ γράμματι.  
-Z/6/757/14	  Τοῖϲ μὲν οὖν δυναμένοιϲ γυμνάζεϲθαι πρὸ τῶν ϲιτίων οὐδὲ 
-Z/6/758/1	τῆϲ ἀκριβοῦϲ πάνυ διαίτηϲ ἐδέηϲε. τοῖϲ δὲ | διὰ περιϲτάϲειϲ πραγμάτων 
-Z/6/758/2	κωλυομένοιϲ οὐ μόνον ἀκριβεϲτέραϲ διαίτηϲ ἀλλὰ καὶ φαρμάκων ὑγι-
-Z/6/758/3	εινῶν ἐϲτι χρεία. πολλοὶ μέντοι τῶν ἀνθρώπων ἐν τοιαύτῃ βίου κατα-
-Z/6/758/4	ϲτάϲει διατρίβουϲιν, ὥϲτε μὴ δυνατὸν αὐτοῖϲ εἶναι μήτε γυμνάζεϲθαι 
-Z/6/758/5	καλῶϲ πρὸ τῶν ϲιτίων μήτ' ἐϲθίειν ἱκανῶϲ ἐν καιρῷ μήτε πέττειν 
-Z/6/758/6	καλῶϲ τὰϲ τροφάϲ. τοὺϲ μὲν δὴ τοιούτουϲ ἀδύνατον ἀνόϲουϲ διαμένειν 
-Z/6/758/7	ἄνευ τοῦ προνοεῖϲθαί τε γαϲτρὸϲ ὑπαγωγῆϲ ἐκ διαλειμμάτων (ἐνίοτε 
-Z/6/758/8	δὲ καὶ καθάρϲεωϲ ἰϲχυροτέραϲ) ὡραίαϲ τε κενώϲεωϲ αἵματοϲ ὑγιεινῶν 
-Z/6/758/9	τέ τινων φαρμάκων ἐν τοῖϲ προϲήκουϲι καιροῖϲ πινομένων. ὅϲοι δὲ 
-Z/6/758/10	ἡϲύχιον εἵλοντο βίον μήτε πρὸ ἡμέραϲ ἀνάγκην ἔχοντεϲ ἐπὶ τὰϲ τῶν 
-Z/6/758/11	πολὺ δυναμένων ἀπιέναι θύραϲ μήτε πολλάκιϲ ἱδροῦντεϲ ἐν ἀναγκαί-
-Z/6/758/12	αιϲ πράξεϲι καταψύχεϲθαι μήτε λουομένοιϲ τιϲὶ παρεϲτάναι μήτ' εἰϲ 
-Z/6/758/13	οἶκον ἐπανερχομένουϲ αὐτοὺϲ παραπέμπειν, εἶτα μετὰ πολλῆϲ ϲπουδῆϲ 
-Z/6/758/14	αὐτοὶ λουϲάμενοι πρὸϲ τὸ δεῖπνον ἐπείγεϲθαι, τούτοιϲ πρώτοιϲ ὑπο-
-Z/6/758/15	θήϲομαι δίαιταν, ἐξ ἧϲ ἂν μάλιϲτα χρηϲτότατον ἔχοιεν αἷμα, μετ' αὐτοὺϲ 
-Z/6/759/1	δὲ πειράϲομαί τιναϲ ὑποθήκαϲ δοῦναι καὶ τοῖϲ ἐν ἀϲχολίᾳ ζῶϲι. | δε-
-Z/6/759/2	ήϲεται δ' ὁ λόγοϲ ἀναμνῆϲαι τῶν γεγραμμένων ἐν τοῖϲ τριϲὶν ὑπο-
-Z/6/759/3	μνήμαϲιν, ἐν οἷϲ ὁ λόγοϲ μοι γέγονε Περὶ τῶν ἐν ταῖϲ τροφαῖϲ 
-Z/6/759/4	δυνάμεων. 
-Z/6/759/5	  εὔχυμα τοίνυν ἐδέϲματα τῶν μὲν ϲιτηρῶν ἄρτοι τ' εἰϲὶν οἱ καθαροί, 
-Z/6/759/6	κατειργαϲμένοι καλῶϲ ὀπτήϲει τε τῇ διὰ κριβάνου καὶ τῇ πρὸ αὐτοῦ 
-Z/6/759/7	φυράϲει καὶ ζύμῃ ϲυμμέτρῳ καὶ ἁλῶν μίξει, πρὸϲ τούτοιϲ δὲ δεύτεροι 
-Z/6/759/8	κατ' ἀρετὴν οἱ ἰπνῖται. 
-Z/6/759/9	  χόνδροϲ δὲ τῶν μὲν εὐχυμοτάτων ἐϲτίν, ὥϲπερ καὶ τὸ χοίρειον 
-Z/6/759/10	κρέαϲ, ἂν ἀκριβῶϲ ἥ τε γαϲτὴρ αὐτὸ πέψῃ καὶ τὸ ἧπαρ αἱματώϲῃ. 
-Z/6/759/11	γλίϲχρον δ' ἔχει τι καὶ διὰ τοῦτ' ἐμφρακτικὸν ἥπατόϲ τε καὶ νεφρῶν,  
-Z/6/759/12	οἷϲ ϲτενόπορα φύϲει ταῦτα. πλεοναζόντων γοῦν ἐν ταῖϲ ἐδωδαῖϲ αὐτῶν 
-Z/6/759/13	βάρουϲ τέ τιϲ αἴϲθηϲιϲ ἐν τοῖϲ εἰρημένοιϲ μορίοιϲ γίνεται καί ποτε καὶ 
-Z/6/759/14	πόνοϲ. ἕπεται δὲ ταῖϲ καθ' ἧπαρ ἐμφράξεϲι κωλύεϲθαι μὲν τὴν ἀνάδοϲιν, 
-Z/6/759/15	ἀθροίζεϲθαι δὲ πλῆθοϲ ἐν ταῖϲ κατὰ τὸ μεϲάραιόν τε καὶ τὰ ϲιμὰ τοῦ 
-Z/6/759/16	ϲπλάγχνου φλεψίν, ᾧ πάλιν ἤτοι φλεγμονὰϲ ἀκολουθῆϲαι τῶν μορίων, 
-Z/6/760/1	ἐν οἷϲ ἤθροιϲται, κίνδυνοϲ ἢ αὐτῶν τῶν πλεοναζόντων χυ|μῶν ϲηπε-
-Z/6/760/2	δόνα. δυοῖν γάρ τοι θάτερον ἀναγκαῖόν ἐϲτι τοῖϲ ὠμοῖϲ καὶ παχέϲι 
-Z/6/760/3	χυμοῖϲ ἀκολουθεῖν ἢ μεταβάλλεϲθαι εἰϲ αἷμα πεττομένοιϲ ἢ ϲήπεϲθαι, 
-Z/6/760/4	καθάπερ καὶ τἄλλα πάντα τὰ ἐν τοῖϲ θερμοῖϲ χωρίοιϲ χρόνῳ πλείονι 
-Z/6/760/5	μένοντα. καὶ διὰ τοῦτο τοῖϲ ἰατροῖϲ εὑρέθη τὰ κληθέντα πρὸϲ αὐτῶν 
-Z/6/760/6	ὑγιεινὰ φάρμακα τῆϲ λεπτυνούϲηϲ ἅπαντα δυνάμεωϲ ὄντα. τούτων γὰρ 
-Z/6/760/7	ἔργον ἐϲτὶν ἐκφράττειν μὲν τὰϲ ϲτενὰϲ διεξόδουϲ, ἀπορρύπτειν δὲ τὸ 
-Z/6/760/8	προϲπλαττόμενον γλίϲχρον ἐκ τῶν χυμῶν τοῖϲ ἀγγείοιϲ, τέμνειν δὲ 
-Z/6/760/9	καὶ λεπτύνειν τὰ παχέα τῶν ὑγρῶν. ἀλλ' ἐὰν πλεονάϲῃ τιϲ ἐν αὐτοῖϲ, 
-Z/6/760/10	ὀρῶδεϲ ἢ πικρόχολον ἐν τῷ χρόνῳ ἢ μελαγχολικὸν ἐργάϲεται τὸ αἷμα· 
-Z/6/760/11	πέφυκε γὰρ ὀλίγου δεῖν ἅπαντα τὰ τοιαῦτα φάρμακα ϲὺν τῷ λεπτύνειν 
-Z/6/760/12	τε καὶ τέμνειν ἔτι καὶ θερμαίνειν ἀμετρότερον. ὑπὸ δὲ τῶν οὕτω 
-Z/6/760/13	θερμαινόντων ξηραίνεται μὲν τὰ ὑγρά, παχύνονται δὲ οἱ χυμοί, καὶ 
-Z/6/760/14	διὰ τοῦτο κατὰ τοὺϲ νεφροὺϲ οἱ πωρώδειϲ λίθοι ϲυνίϲτανται καὶ εἰϲ 
-Z/6/760/15	μοχθηροὺϲ χυμοὺϲ τρέπεται τὸ αἷμα. καλλίϲτηϲ οὖν καταϲκευῆϲ ϲώματοϲ 
